Locality,Property_Type,Area_sqft,Bedrooms,Bathrooms,Balconies,Floor,Total_Floors,Property_Age,Furnished,Parking,Lift,Power_Backup,Security,Gym,Swimming_Pool,Distance_Metro_km,Distance_School_km,Distance_Hospital_km,Facing,Water_Supply,Latitude,Longitude,Price_Lakhs
Film Nagar,Apartment,1264,2,2,0,0,8,10,Unfurnished,1,Yes,Yes,No,Yes,Yes,11.15,7.98,4.05,West,24x7,17.462366,78.46237,139.65
Himayat Nagar,Independent House,1041,2,3,1,0,2,22,Fully Furnished,2,No,Yes,Yes,No,Yes,11.45,4.85,1.01,North-West,24x7,17.304364,78.481911,78.82
Nacharam,Apartment,840,1,2,1,12,16,4,Unfurnished,2,Yes,No,No,No,No,11.38,7.95,7.35,West,12 Hours,17.439088,78.428806,45.29
Bollaram,Apartment,1511,3,3,1,1,3,1,Unfurnished,2,No,Yes,No,Yes,Yes,13.08,2.45,9.78,South-West,24x7,17.331725,78.468612,65.83
Uppal,Apartment,1101,2,2,0,1,3,9,Fully Furnished,0,No,Yes,No,No,Yes,12.13,4.71,5.08,South-East,24x7,17.439245,78.43232,55.7
Peerzadiguda,Apartment,2534,4,4,1,5,20,3,Unfurnished,0,No,Yes,No,No,Yes,1.67,2.92,1.33,South-West,12 Hours,17.403514,78.462685,122.76
Ghatkesar,Apartment,965,2,2,1,2,2,23,Semi-Furnished,2,No,Yes,No,No,Yes,9.35,3.32,5.07,North-East,12 Hours,17.406014,78.498678,39.63
Financial District,Apartment,1643,3,4,1,7,7,16,Semi-Furnished,2,No,No,Yes,No,Yes,3.08,4.73,5.92,South,Limited,17.385987,78.421982,142.44
Kismatpur,Apartment,1689,3,2,3,0,1,4,Unfurnished,2,No,No,Yes,No,No,5.38,3.71,9.91,North-East,24x7,17.393352,78.412916,75.35
Jubilee Hills,Apartment,1852,3,2,3,6,10,10,Fully Furnished,1,Yes,No,No,No,No,9.23,1.79,2.19,South,Limited,17.471489,78.576161,219.05
Kollur,Apartment,1612,3,4,0,7,7,11,Semi-Furnished,2,No,No,No,No,No,10.73,7.21,8.92,South,24x7,17.312103,78.49038,68.45
Kollur,Independent House,955,2,1,2,1,4,4,Unfurnished,0,No,No,No,Yes,No,1.6,1.56,4.24,South,Limited,17.471797,78.423416,43.83
Banjara Hills,Apartment,2078,4,5,1,2,4,24,Fully Furnished,0,No,No,Yes,Yes,No,7.62,3.6,2.41,North,Limited,17.366327,78.463333,246.66
Nanakramguda,Builder Floor,623,1,1,1,16,17,21,Semi-Furnished,1,Yes,No,Yes,No,No,9.24,5.37,7.69,South,Limited,17.376263,78.420854,52.8
Bowenpally,Apartment,1078,2,3,2,6,17,17,Fully Furnished,1,Yes,No,Yes,No,Yes,8.58,5.84,9.68,West,12 Hours,17.386823,78.416191,57.75
Madinaguda,Apartment,670,1,2,1,5,8,4,Unfurnished,2,Yes,No,No,No,Yes,10.17,7.46,9.33,North,Limited,17.398149,78.52964,35.65
Abids,Apartment,1218,2,2,1,2,14,17,Unfurnished,0,No,No,No,No,No,12.19,4.44,4.43,South-West,Limited,17.467451,78.575915,62.2
Kismatpur,Apartment,3446,5,4,2,14,19,8,Semi-Furnished,2,Yes,Yes,Yes,No,Yes,10.54,2.46,6.85,North,12 Hours,17.311313,78.447155,174.31
Attapur,Apartment,927,2,2,2,15,16,6,Semi-Furnished,1,Yes,No,Yes,No,No,1.68,1.39,3.36,South-East,24x7,17.479411,78.558565,48.14
Madinaguda,Apartment,1813,3,3,3,3,5,21,Fully Furnished,2,No,Yes,Yes,No,Yes,8.51,5.51,3.34,South,Limited,17.474486,78.471372,91.21
Nampally,Independent House,1227,3,4,3,5,19,25,Fully Furnished,1,No,Yes,No,Yes,No,9.44,2.69,7.68,South,12 Hours,17.373479,78.395914,64.59
Ghatkesar,Apartment,1529,3,3,3,9,10,18,Semi-Furnished,0,Yes,No,No,No,No,2.57,1.54,7.13,North-East,12 Hours,17.352711,78.481387,54.77
Kondapur,Builder Floor,867,2,1,0,0,16,4,Semi-Furnished,1,Yes,No,No,No,No,10.56,2.17,5.61,East,12 Hours,17.45876,78.51908,72.49
Nampally,Villa,1154,2,1,0,8,14,2,Unfurnished,0,No,No,Yes,Yes,Yes,6.34,6.91,9.1,West,12 Hours,17.448886,78.567816,67.66
Vanasthalipuram,Villa,1149,2,2,0,4,9,10,Semi-Furnished,1,No,Yes,Yes,Yes,Yes,1.89,6.02,5.59,North-East,12 Hours,17.391387,78.443602,62.75
Adibatla,Apartment,1657,3,4,1,0,7,7,Fully Furnished,0,No,No,No,Yes,No,0.69,5.98,6.9,South-East,Limited,17.418709,78.559254,68.28
Kokapet,Independent House,1413,3,4,0,1,3,16,Semi-Furnished,1,Yes,Yes,Yes,No,Yes,14.73,5.59,5.99,South,Limited,17.447483,78.557379,91.74
Malkajgiri,Apartment,1262,2,3,0,7,17,0,Fully Furnished,0,No,Yes,No,Yes,Yes,7.79,0.66,4.14,East,Limited,17.338057,78.567491,66.62
Puppalaguda,Apartment,1254,3,3,2,13,17,10,Semi-Furnished,2,Yes,No,No,Yes,Yes,8.38,7.54,4.56,North-East,12 Hours,17.395468,78.396801,84.41
Adibatla,Villa,1252,3,3,2,14,17,9,Fully Furnished,1,Yes,No,No,No,Yes,3.76,6.91,9.3,East,12 Hours,17.429075,78.475596,48.51
Banjara Hills,Apartment,1170,2,3,0,0,12,3,Unfurnished,2,Yes,No,Yes,No,No,9.61,6.92,4.61,East,12 Hours,17.323083,78.520691,162.41
Abids,Apartment,1569,3,3,3,5,14,15,Fully Furnished,2,Yes,No,Yes,Yes,No,7.57,2.04,1.94,East,Limited,17.446178,78.40255,100.18
Somajiguda,Apartment,1780,3,4,0,3,19,0,Unfurnished,1,No,No,No,Yes,No,3.22,5.5,2.66,West,24x7,17.362247,78.483672,136.85
Tukkuguda,Apartment,1063,2,2,0,14,16,6,Fully Furnished,2,Yes,Yes,Yes,Yes,Yes,1.92,2.33,9.79,South,12 Hours,17.349142,78.579483,49.05
Jubilee Hills,Apartment,950,2,2,2,8,15,20,Unfurnished,1,No,No,No,No,No,11.53,0.56,6.75,North-West,Limited,17.289687,78.472735,99.11
Madhapur,Independent House,2289,4,4,1,3,18,10,Semi-Furnished,1,Yes,Yes,No,No,Yes,10.43,7.9,7.59,North-West,12 Hours,17.345291,78.405611,211.99
Champapet,Builder Floor,1214,2,2,2,2,4,16,Fully Furnished,0,No,Yes,No,No,No,6.39,7.14,6.75,North-West,12 Hours,17.406203,78.500763,47.97
Nagole,Apartment,2116,4,4,3,3,5,12,Semi-Furnished,2,No,No,No,No,Yes,11.77,5.18,4.29,South-West,12 Hours,17.3131,78.51121,93.37
Mallapur,Apartment,2333,4,3,1,4,8,9,Unfurnished,0,Yes,No,Yes,Yes,No,6.72,2.37,8.54,West,Limited,17.385814,78.495676,101.45
Lakdikapul,Apartment,2261,4,4,3,5,7,17,Unfurnished,2,No,Yes,Yes,Yes,No,1.69,1.84,6.94,South,12 Hours,17.474685,78.555193,121.33
Puppalaguda,Apartment,798,1,1,1,4,7,9,Semi-Furnished,2,Yes,No,Yes,Yes,Yes,11.66,7.14,7.6,South-West,12 Hours,17.300599,78.407926,62.75
Shamshabad,Builder Floor,932,2,2,1,17,17,10,Fully Furnished,2,No,Yes,Yes,Yes,No,10.6,5.54,3.39,South-West,12 Hours,17.317143,78.582353,49.06
Malkajgiri,Villa,1094,2,2,2,1,14,23,Semi-Furnished,1,No,No,No,No,Yes,6.08,4.2,2.81,North-East,12 Hours,17.382494,78.459524,45.09
Khairatabad,Apartment,711,1,1,1,1,11,18,Fully Furnished,0,No,Yes,No,Yes,No,3.93,4.51,0.56,South-East,24x7,17.310807,78.472763,44.38
Safilguda,Villa,1589,3,3,0,4,10,10,Unfurnished,0,No,No,Yes,Yes,Yes,12.38,3.24,1.41,South-East,Limited,17.46255,78.394817,70.14
Tolichowki,Builder Floor,2918,5,5,1,7,7,13,Fully Furnished,1,Yes,Yes,Yes,No,Yes,9.62,4.2,0.65,East,12 Hours,17.451599,78.446214,193.63
Badangpet,Apartment,1003,2,2,0,9,10,11,Unfurnished,1,No,No,Yes,No,Yes,6.06,0.58,8.78,North,Limited,17.291243,78.580073,39.36
Nacharam,Apartment,1750,4,4,1,16,17,2,Semi-Furnished,2,No,Yes,No,Yes,Yes,9.96,0.48,6.15,East,12 Hours,17.345656,78.459217,106.08
Ameerpet,Builder Floor,1024,2,1,0,0,1,12,Fully Furnished,0,No,No,Yes,Yes,Yes,12.66,3.99,2.5,East,24x7,17.48287,78.394558,73.57
Maheshwaram,Apartment,3135,5,5,1,7,7,7,Semi-Furnished,2,No,Yes,No,Yes,Yes,13.79,3.27,0.93,East,12 Hours,17.373547,78.576483,120.34
Suchitra,Apartment,1368,3,4,2,9,9,6,Unfurnished,1,Yes,No,Yes,No,No,1.9,5.51,3.79,South-East,12 Hours,17.391417,78.483171,63.89
Nanakramguda,Independent House,1824,3,4,1,8,15,0,Fully Furnished,1,Yes,No,Yes,Yes,No,4.72,6.39,6.28,West,Limited,17.298602,78.425458,182.24
Mallapur,Apartment,1856,3,3,2,2,10,13,Unfurnished,0,No,Yes,Yes,Yes,Yes,8.05,1.87,8.58,South,Limited,17.43263,78.424528,80.51
Bandlaguda Jagir,Villa,1298,2,2,0,1,11,20,Semi-Furnished,1,No,No,Yes,No,No,7.15,3.37,3.49,North,Limited,17.328049,78.559025,62.14
Isnapur,Builder Floor,946,2,3,1,6,14,11,Semi-Furnished,0,Yes,Yes,Yes,Yes,Yes,2.35,0.85,2.63,South-West,12 Hours,17.388699,78.457162,37.27
Patancheru,Independent House,1004,2,2,2,6,17,25,Semi-Furnished,1,No,No,No,Yes,No,13.34,7.77,5.84,North,12 Hours,17.294956,78.4404,41.01
Mehdipatnam,Apartment,648,1,1,0,2,11,2,Semi-Furnished,0,No,Yes,No,No,No,14.21,0.46,7.97,North,Limited,17.391723,78.575508,44.9
Boduppal,Builder Floor,1014,2,3,0,0,1,21,Unfurnished,0,Yes,Yes,Yes,Yes,Yes,10.88,1.91,3.71,North-West,24x7,17.423773,78.484565,36.26
Narsingi,Independent House,1429,3,3,1,4,5,11,Semi-Furnished,0,No,Yes,Yes,No,Yes,9.6,3.48,9.99,North,24x7,17.338555,78.47769,113.45
Punjagutta,Villa,1180,2,1,1,1,11,19,Semi-Furnished,1,No,No,Yes,Yes,Yes,9.76,6.16,1.45,North,12 Hours,17.426329,78.574828,95.15
Begumpet,Apartment,1201,2,3,0,5,11,25,Semi-Furnished,1,Yes,Yes,Yes,No,Yes,1.76,7.05,8.6,South-West,24x7,17.29344,78.485959,82.08
Bowenpally,Apartment,1562,3,3,2,2,11,14,Fully Furnished,2,No,No,Yes,No,Yes,13.25,7.07,3.63,North-East,24x7,17.318688,78.538793,79.39
Balapur,Apartment,1830,3,4,0,11,20,0,Semi-Furnished,2,No,No,No,Yes,Yes,14.98,7.99,1.67,North-East,Limited,17.474155,78.426121,70.73
Nagole,Apartment,1187,2,1,2,0,1,4,Semi-Furnished,0,No,No,Yes,No,No,8.04,3.35,2.57,South-West,24x7,17.425899,78.477469,63.89
Bachupally,Apartment,916,2,3,1,8,14,13,Fully Furnished,1,No,Yes,Yes,Yes,No,2.84,0.82,7.27,South-East,12 Hours,17.45492,78.482727,42.56
Shamshabad,Independent House,1164,2,3,2,10,12,25,Semi-Furnished,2,Yes,Yes,Yes,No,No,6.86,0.81,0.93,South,Limited,17.383649,78.502526,45.41
Ameenpur,Apartment,1242,3,3,3,14,20,19,Unfurnished,1,No,Yes,No,Yes,Yes,1.95,4.67,7.81,North,Limited,17.465182,78.521537,42.06
Abids,Villa,2143,4,3,3,5,5,24,Unfurnished,2,Yes,Yes,No,Yes,Yes,5.1,6.45,3.37,West,12 Hours,17.304899,78.507535,159.21
Nampally,Apartment,1190,2,1,2,4,8,15,Fully Furnished,1,Yes,No,Yes,No,No,1.55,1.71,8.14,North-East,12 Hours,17.30074,78.492162,70.97
Kapra,Apartment,1382,3,3,2,6,7,0,Semi-Furnished,0,No,Yes,Yes,No,No,10.76,2.43,3.99,South,Limited,17.402762,78.404544,74.74
Vanasthalipuram,Apartment,1663,3,4,1,0,1,17,Fully Furnished,2,Yes,Yes,Yes,No,No,6.15,7.51,8.9,East,Limited,17.319957,78.58412,85.5
Banjara Hills,Apartment,1679,3,2,3,5,8,3,Fully Furnished,1,Yes,Yes,No,No,Yes,3.92,3.69,1.79,North-West,24x7,17.422487,78.451784,194.65
Ramanthapur,Apartment,1252,3,3,1,15,15,11,Fully Furnished,1,Yes,No,Yes,No,Yes,7.64,0.57,1.59,South,24x7,17.480174,78.443952,67.97
Hitech City,Apartment,2044,4,5,3,7,9,24,Semi-Furnished,0,Yes,Yes,Yes,Yes,No,1.83,3.49,2.65,North-East,Limited,17.414973,78.391639,157.09
Habsiguda,Apartment,1004,2,2,0,19,19,0,Unfurnished,2,No,Yes,Yes,Yes,No,12.4,5.23,2.36,South-East,12 Hours,17.392316,78.442343,63.56
Manikonda,Apartment,1211,2,2,1,2,3,10,Unfurnished,0,Yes,Yes,Yes,No,Yes,12.55,4.24,3.55,North,Limited,17.3175,78.565707,60.18
Shamshabad,Apartment,1284,2,3,1,14,15,10,Fully Furnished,0,Yes,No,Yes,Yes,No,0.5,5.56,3.29,South-East,12 Hours,17.33498,78.39982,65.12
Pragathi Nagar,Builder Floor,1278,3,3,2,0,2,9,Semi-Furnished,1,Yes,Yes,No,No,Yes,2.05,1.82,5.23,East,24x7,17.399482,78.467604,84.58
Kapra,Apartment,858,2,2,0,9,13,20,Semi-Furnished,0,No,No,Yes,No,Yes,11.09,1.74,8.8,North-East,Limited,17.328363,78.520622,39.63
Old Alwal,Apartment,1181,2,3,2,7,14,21,Semi-Furnished,1,No,Yes,No,No,Yes,0.57,6.37,7.06,South,24x7,17.320143,78.506123,51.78
Shamshabad,Independent House,2263,4,4,0,0,15,5,Fully Furnished,1,No,Yes,No,Yes,No,12.92,2.48,1.39,North-West,24x7,17.374338,78.437529,121.88
Nagole,Apartment,1062,2,1,0,9,18,18,Semi-Furnished,2,Yes,No,Yes,No,Yes,12.69,7.77,4.85,North-West,Limited,17.382051,78.495381,53.67
Raidurg,Independent House,1779,3,4,3,2,3,19,Unfurnished,2,Yes,Yes,No,No,Yes,13.71,4.19,8.07,East,12 Hours,17.321362,78.403882,156.65
Jubilee Hills,Apartment,1427,3,3,3,0,3,5,Unfurnished,0,No,Yes,Yes,Yes,Yes,13.16,5.12,9.62,North-West,Limited,17.324247,78.524715,166.69
Osman Nagar,Apartment,2272,5,5,1,1,5,1,Unfurnished,0,No,Yes,Yes,Yes,No,1.48,5.68,9.59,South-West,Limited,17.368155,78.480535,130.08
Bowenpally,Independent House,930,2,3,2,12,15,14,Fully Furnished,0,Yes,No,Yes,No,Yes,2.39,6.23,8.19,South-East,12 Hours,17.305124,78.448626,56.74
Begumpet,Apartment,1585,3,3,3,3,9,0,Semi-Furnished,0,Yes,No,Yes,No,No,12.24,5.03,1.67,South-West,24x7,17.418157,78.443945,130.32
Chandanagar,Apartment,555,1,1,1,3,8,18,Unfurnished,1,Yes,Yes,Yes,No,No,4.11,1.8,6.44,East,12 Hours,17.323689,78.428774,29.58
Badangpet,Apartment,972,2,2,1,4,4,5,Fully Furnished,2,Yes,Yes,No,No,Yes,12.04,3.45,6.9,South,Limited,17.464349,78.428841,37.8
Chandanagar,Independent House,1738,3,3,0,3,14,4,Unfurnished,2,Yes,Yes,No,Yes,No,7.5,5.42,1.23,South,12 Hours,17.34092,78.412182,95.69
Kothaguda,Apartment,1815,3,3,0,2,11,11,Fully Furnished,0,No,Yes,No,Yes,No,7.65,0.86,8.09,South-East,12 Hours,17.300029,78.41354,128.78
Mallapur,Independent House,1095,2,1,0,5,6,19,Unfurnished,0,Yes,Yes,Yes,No,No,10.43,6.76,5.73,West,24x7,17.352932,78.52829,54.07
Narsingi,Apartment,1242,2,2,0,10,11,25,Fully Furnished,1,Yes,Yes,Yes,No,Yes,8.3,6.84,7.09,North-West,12 Hours,17.336204,78.516866,71.99
Uppal,Independent House,923,2,3,0,8,13,18,Unfurnished,1,No,No,No,Yes,Yes,12.88,1.83,9.57,South,12 Hours,17.392282,78.47413,46.39
Bollaram,Independent House,895,2,1,2,7,9,7,Unfurnished,2,Yes,Yes,Yes,Yes,Yes,2.15,0.91,3.33,North,12 Hours,17.405801,78.560967,39.82
Manikonda,Independent House,1221,3,3,2,6,10,18,Semi-Furnished,2,No,Yes,No,No,Yes,4.85,7.48,7.63,East,24x7,17.406553,78.467641,91.38
Tarnaka,Independent House,1452,3,3,2,0,1,8,Unfurnished,2,No,Yes,Yes,Yes,Yes,3.61,3.71,4.19,South-East,24x7,17.336419,78.482591,96.47
Banjara Hills,Independent House,1200,2,3,2,6,9,9,Fully Furnished,2,Yes,Yes,No,Yes,No,11.64,7.37,8.91,West,Limited,17.467763,78.460359,157.6
Badangpet,Apartment,993,2,2,1,1,2,11,Semi-Furnished,0,No,No,No,Yes,Yes,11.97,6.31,4.39,South,Limited,17.361707,78.554024,37.38
Nallagandla,Independent House,1617,3,2,2,9,19,3,Semi-Furnished,2,Yes,Yes,Yes,Yes,Yes,6.86,5.68,4.21,South-East,24x7,17.407834,78.453529,118.67
Osman Nagar,Apartment,1768,3,3,2,8,17,23,Fully Furnished,2,Yes,No,No,Yes,No,10.56,0.98,9.01,North,12 Hours,17.292673,78.560859,82.43
Attapur,Apartment,1984,4,3,3,6,11,12,Semi-Furnished,1,Yes,No,No,Yes,Yes,12.42,1.38,9.4,East,24x7,17.36465,78.486133,106.04
Ameenpur,Apartment,1780,3,3,2,13,19,15,Fully Furnished,2,Yes,No,Yes,No,No,2.49,3.85,1.24,East,Limited,17.287553,78.56101,64.21
Miyapur,Villa,1843,3,3,0,13,17,2,Fully Furnished,1,Yes,Yes,No,Yes,No,14.33,1.54,6.23,South-West,Limited,17.353593,78.414349,115.03
Tellapur,Villa,1203,3,2,1,8,8,18,Unfurnished,0,Yes,No,Yes,Yes,Yes,7.6,6.56,4.49,North-East,Limited,17.384265,78.467429,84.51
Meerpet,Apartment,1298,2,2,1,11,11,0,Unfurnished,1,No,No,Yes,Yes,No,9.35,1.4,9.21,East,12 Hours,17.369179,78.578984,48.56
Miyapur,Apartment,844,1,1,0,13,17,8,Fully Furnished,2,Yes,No,Yes,No,No,1.65,5.69,4.19,South-West,Limited,17.446496,78.408571,46.56
Nagole,Apartment,1198,2,2,2,5,6,12,Fully Furnished,0,No,No,No,Yes,No,1.9,1.36,3.61,North,12 Hours,17.35237,78.500596,61.31
Masab Tank,Independent House,1683,3,3,2,1,2,13,Unfurnished,1,No,Yes,No,No,No,13.03,1.08,8.93,West,Limited,17.300668,78.401215,95.84
Vanasthalipuram,Apartment,2558,4,3,2,0,6,3,Unfurnished,1,No,Yes,Yes,Yes,No,0.74,3.31,3.46,South-East,Limited,17.32757,78.520451,136.24
Nampally,Apartment,1420,3,4,1,7,16,7,Unfurnished,2,Yes,Yes,No,No,No,4.99,5.35,3.19,South,24x7,17.451579,78.411718,90.2
Gachibowli,Apartment,2096,4,5,0,14,16,25,Fully Furnished,2,Yes,Yes,No,Yes,Yes,10.58,5.85,6.3,North-East,12 Hours,17.396364,78.575976,193.7
Kokapet,Apartment,1320,3,2,0,5,7,12,Fully Furnished,0,No,No,No,Yes,Yes,1.32,7.97,6.45,East,24x7,17.350388,78.508038,116.05
Nagole,Builder Floor,861,2,1,0,4,9,8,Unfurnished,1,No,No,Yes,Yes,No,11.04,7.2,5.22,South-East,24x7,17.452386,78.585797,52.83
Film Nagar,Apartment,1140,2,2,2,0,7,10,Unfurnished,1,Yes,Yes,Yes,No,No,10.68,0.52,9.46,South-West,24x7,17.307572,78.508594,114.24
Bollaram,Apartment,1731,3,3,1,7,8,15,Semi-Furnished,1,No,No,No,No,No,13.05,2.8,8.39,North-East,24x7,17.342049,78.434542,59.4
LB Nagar,Apartment,1775,3,2,3,11,15,15,Fully Furnished,1,No,No,No,No,No,6.22,2.6,1.33,North,12 Hours,17.296276,78.460577,85.05
Safilguda,Apartment,1198,2,2,2,17,20,11,Unfurnished,1,No,Yes,Yes,No,Yes,5.23,0.97,4.94,South-East,24x7,17.39707,78.532423,63.19
Tukkuguda,Apartment,1689,3,4,3,7,10,13,Unfurnished,2,No,Yes,Yes,Yes,Yes,8.1,3.68,7.87,North,12 Hours,17.407537,78.503775,51.64
Meerpet,Builder Floor,2383,4,5,3,2,10,0,Semi-Furnished,2,Yes,No,No,No,No,3.04,6.64,4.35,North-East,12 Hours,17.413097,78.43859,114.01
Manikonda,Independent House,1316,3,3,1,1,3,2,Semi-Furnished,0,Yes,Yes,No,Yes,No,10.08,3.59,7.98,North-East,12 Hours,17.308854,78.431616,86.97
Puppalaguda,Apartment,1558,3,3,3,1,15,3,Fully Furnished,1,No,Yes,Yes,No,No,1.63,1.33,9.95,North-West,12 Hours,17.453089,78.526959,109.94
Ameenpur,Apartment,1663,3,3,2,3,4,17,Unfurnished,0,Yes,Yes,Yes,No,Yes,1.7,5.32,5.25,East,24x7,17.355195,78.467631,80.28
Malkajgiri,Apartment,823,1,1,1,5,11,11,Semi-Furnished,2,No,Yes,No,Yes,Yes,8.63,2.06,6.26,South,24x7,17.323375,78.398943,43.92
Kokapet,Independent House,1625,3,4,2,16,20,7,Semi-Furnished,2,Yes,No,No,No,Yes,2.5,7.85,4.8,North-West,Limited,17.482843,78.420066,157.44
Khairatabad,Apartment,1181,2,2,1,2,2,4,Semi-Furnished,1,No,No,No,Yes,Yes,6.0,7.46,0.77,North-East,12 Hours,17.440906,78.437217,81.89
Pragathi Nagar,Independent House,1282,2,3,1,11,13,10,Fully Furnished,2,No,Yes,No,No,No,6.14,7.68,2.8,North,Limited,17.425787,78.575835,65.04
Malkajgiri,Apartment,638,1,2,1,7,19,21,Fully Furnished,0,Yes,Yes,Yes,Yes,Yes,3.13,6.09,3.74,West,24x7,17.417394,78.479671,26.92
LB Nagar,Apartment,992,2,1,1,1,10,22,Semi-Furnished,2,No,Yes,Yes,No,Yes,0.52,4.44,9.11,South-West,12 Hours,17.37492,78.424426,48.82
Shamshabad,Independent House,931,2,3,0,7,16,9,Semi-Furnished,2,No,Yes,Yes,No,No,14.35,7.08,3.44,North-East,Limited,17.390717,78.548821,35.73
Raidurg,Independent House,2487,5,5,1,11,18,25,Semi-Furnished,0,No,No,No,Yes,Yes,11.33,4.52,5.61,West,Limited,17.417758,78.409377,184.67
Malkajgiri,Apartment,1758,3,3,1,3,9,2,Unfurnished,2,Yes,Yes,No,No,Yes,11.16,1.6,2.46,South-West,Limited,17.385061,78.56552,85.86
Kapra,Apartment,1537,3,4,0,7,14,1,Semi-Furnished,1,Yes,No,No,No,No,11.17,7.61,3.6,South-West,24x7,17.296031,78.550828,71.42
Suchitra,Apartment,1625,3,4,1,0,4,4,Semi-Furnished,0,No,No,No,No,Yes,8.79,2.45,4.56,North-East,12 Hours,17.358434,78.49516,67.16
Nizampet,Apartment,843,1,1,0,8,12,21,Semi-Furnished,2,No,Yes,No,Yes,Yes,10.58,3.95,0.83,North,12 Hours,17.434263,78.388371,46.25
Raidurg,Apartment,906,2,1,0,8,8,24,Semi-Furnished,0,Yes,No,Yes,No,No,14.04,7.16,7.28,North-East,Limited,17.401159,78.529578,76.29
Gachibowli,Apartment,1792,3,2,0,12,19,21,Fully Furnished,1,Yes,Yes,No,No,Yes,3.24,2.87,0.75,West,24x7,17.426099,78.521056,167.86
Boduppal,Apartment,1741,4,4,1,0,5,11,Unfurnished,0,Yes,Yes,Yes,No,No,14.8,0.68,5.93,East,12 Hours,17.285257,78.410732,59.94
Attapur,Independent House,1284,2,1,0,7,10,17,Unfurnished,1,No,No,Yes,Yes,No,3.28,0.64,4.23,North-West,24x7,17.420026,78.47019,62.22
Dilsukhnagar,Apartment,1673,3,4,0,3,6,6,Unfurnished,1,Yes,Yes,No,Yes,Yes,10.49,7.23,3.73,South-East,24x7,17.389372,78.401535,99.8
Pocharam,Builder Floor,1557,3,3,2,3,3,19,Semi-Furnished,2,No,No,No,No,No,5.99,3.35,6.54,North-East,12 Hours,17.453,78.531683,52.44
Neknampur,Apartment,1208,3,2,0,0,1,6,Semi-Furnished,1,Yes,No,No,No,Yes,0.75,3.96,5.32,North,24x7,17.308511,78.584745,76.62
Somajiguda,Apartment,1068,2,2,2,1,5,23,Unfurnished,1,No,Yes,Yes,No,No,2.22,4.1,4.01,South-East,12 Hours,17.287356,78.586185,86.61
Gachibowli,Apartment,729,1,1,0,12,17,5,Fully Furnished,2,No,No,Yes,Yes,Yes,14.38,4.21,5.99,North-East,24x7,17.418604,78.422036,82.26
Rajendra Nagar,Apartment,1930,4,3,2,10,12,11,Fully Furnished,2,Yes,Yes,No,No,No,11.7,3.85,1.44,South,24x7,17.465807,78.450736,108.7
Kompally,Apartment,2202,4,3,2,4,9,12,Fully Furnished,2,No,Yes,Yes,Yes,Yes,4.05,3.12,9.89,North-East,24x7,17.322581,78.511659,144.18
Ameerpet,Apartment,1056,2,2,1,1,15,2,Semi-Furnished,1,Yes,Yes,No,Yes,Yes,1.18,3.08,4.32,North-West,12 Hours,17.327242,78.449336,66.43
Kondapur,Apartment,1171,2,1,2,3,5,5,Fully Furnished,2,No,No,No,No,Yes,6.8,0.47,1.6,South-East,Limited,17.465383,78.466137,87.05
Shamshabad,Apartment,1802,4,3,1,18,18,4,Unfurnished,2,Yes,No,No,No,No,3.68,4.63,2.76,South-West,12 Hours,17.374682,78.450807,74.8
Pragathi Nagar,Apartment,984,2,2,2,13,19,18,Unfurnished,2,No,Yes,No,No,No,8.41,1.98,9.06,North-East,Limited,17.479244,78.474307,53.68
Malkajgiri,Apartment,1063,2,2,1,8,11,24,Unfurnished,0,Yes,Yes,No,Yes,No,5.84,5.12,9.56,North-East,Limited,17.398173,78.418147,51.07
Shamshabad,Independent House,2219,4,4,1,8,10,17,Unfurnished,0,Yes,No,Yes,No,No,7.84,1.91,0.95,South,24x7,17.387687,78.516821,85.23
Kondapur,Apartment,1288,3,4,3,0,4,0,Unfurnished,1,Yes,Yes,Yes,No,Yes,6.83,4.14,3.53,North-East,24x7,17.373087,78.566936,128.49
Shamshabad,Apartment,1205,3,2,0,0,1,2,Unfurnished,0,Yes,Yes,Yes,No,Yes,4.2,0.36,1.39,South,Limited,17.382721,78.507344,46.59
Kothaguda,Apartment,1279,3,3,3,4,16,8,Semi-Furnished,0,No,No,No,No,No,1.59,5.93,7.55,North-East,12 Hours,17.481719,78.52017,84.52
Narsingi,Villa,1400,3,3,3,9,11,24,Semi-Furnished,1,No,Yes,Yes,No,No,11.26,5.59,6.23,East,Limited,17.350324,78.511363,84.83
Kothapet,Independent House,1066,2,1,2,12,16,17,Unfurnished,0,No,No,No,Yes,No,11.08,4.72,5.88,North,Limited,17.289777,78.476705,46.15
Safilguda,Apartment,1849,3,4,3,7,12,25,Semi-Furnished,2,No,No,No,No,No,9.21,7.3,5.16,South-West,24x7,17.37266,78.439239,88.23
Tukkuguda,Apartment,2025,4,3,3,4,17,6,Fully Furnished,2,Yes,No,Yes,Yes,Yes,4.55,6.25,7.07,North,12 Hours,17.422829,78.489614,85.75
Champapet,Apartment,876,2,3,0,11,18,8,Semi-Furnished,0,No,Yes,Yes,No,Yes,2.46,2.21,0.53,North-West,Limited,17.348918,78.505062,41.39
Champapet,Apartment,1737,3,2,1,4,6,21,Semi-Furnished,1,No,No,Yes,Yes,Yes,7.72,5.56,4.67,West,Limited,17.314491,78.401349,75.47
Bandlaguda Jagir,Apartment,1200,2,1,1,3,10,24,Semi-Furnished,1,Yes,No,No,No,Yes,9.75,7.78,3.21,South-East,12 Hours,17.435482,78.537363,61.69
